Time
6667
375
833
833
416
1125
333
792
416
1209
292
958
416
459
292
375
542
250
209
958
250
833
667
833
667
708
667
667
1166
833
500
250
334
709
667
583
708
750
375
250
250
375
375
791
458
542
500
667
625
292
125
125
333
250
208
542
250
250
292
250
250
208
208
167
125
584
292
208
125
708
167
1459
4250
1417
792
1000
541
250
250
125
166
541
541
125
500
292
458
459
417
250
542
500
250
958
625
250
250
500
417
167
208
209
208
167
208
250
208
208
292
250
250
125
167
417
167
167
709
542
667
166
83
833
667
375
459
750
125
209
208
166
84
166
166
167
833
208
417
500
208
500
250
250
625
250
166
167
208
166
208
209
125
209
167
541
250
166
125
209
375
250
167
208
250
416
583
708
500
584
416
417
500
291
1166
167
792
125
458
375
500
291
166
416
417
417
208
250
208
334
416
375
292
167
209
208
208
125
250
208
542
209
667
167
542
250
333
375
167
667
583
667
792
625
417
792
583
417
542
333
250
292
375
250
250
208
250
208
250
208
167
167
667
375
708
167
459
1083
208
209
625
958
167
375
709
542
875
417
167
709
750
208
458
458
291
750
167
667
542
542
750
250
250
458
792
375
333
125
416
250
375
250
416
625
416
625
292
625
292
417
541
500
250
291
250
84
250
208
625
250
292
250
250
208
167
208
167
208
166
167
209
625
125
167
459
167
208
500
334
750
416
208
542
542
250
500
334
291
500
208
250
667
250
250
292
208
250
208
167
125
250
125
209
417
250
167
625
167
333
125
125
583
250
166
250
625
167
208
250
167
583
209
166
250
667
500
250
291
209
250
416
208
417
208
208
291
84
166
250
500
584
375
417
208
209
125
167
166
125
333
84
167
167
167
667
166
250
292
250
583
125
125
250
417
208
250
250
250
125
500
166
375
458
541
167
375
250
125
208
209
208
166
166
167
500
167
208
208
167
417
83
208
375
125
250
208
167
208
0
584
375
375
250
333
166
292
375
667
208
167
209
208
167
125
167
125
458
125
167
417
250
583
375
500
250
416
333
292
250
125
250
250
208
125
84
541
459
208
458
375
208
250
541
250
458
167
167
500
166
333
167
125
167
125
167
291
167
292
1083
209
125
666
250
250
417
375
250
583
125
292
209
166
209
83
292
334
375
208
417
250
292
292
250
209
250
417
208
250
125
250
125
875
125
84
208
166
375
208
333
2583
334
250
250
334
250
667
1125
708
916
459
250
542
459
625
709
1750
375
458
250
250
417
291
584
208
208
709
291
292
292
250
209
583
375
583
167
208
916
708
333
708
417
250
542
584
417
292
250
333
583
500
292
291
291
291
375
250
375
292
125
250
291
166
167
125
625
125
167
750
542
333
292
459
583
250
250
541
209
375
250
791
125
667
250
167
125
208
791
209
167
208
166
708
208
250
250
4208
375
708
542
667
6791
5292
541
875
1459
833
375
500
10125
1083
3500
708
417
166
5584
2334
3042
1334
1708
1458
333
500
2583
5416
1209
2750
2292
1791
9000
2959
250
1167
3500
416
1334
1458
3208
834
2958
1792
2708
3583
1584
833
500
2208
1834
541
334
6417
1083
10375
1625
584
417
1250
10750
3333
2209
708
3000
958
1334
4084
1042
2500
6625
1292
1750
2666
1334
5792
71250
1667
667
1167
12083
958
1042
1167
833
4084
750
833
5667
3666
917
1334
1583
834
2000
1584
1875
3333
2833
1417
39916
1917
10584
875
1541
1167
1208
833
1500
458
1167
958
1083
3791
917
917
958
1458
1625
3958
1083
1125
584
1291
667
2208
458
1000
1042
583
541
1292
750
1000
916
17584
367125
3417
5917
1167
1041
7333
2417
9000
3333
1542
1083
625
3500
7709
4750
1500
2000
1916
1417
917
1708
792
5458
458
750
6958
1291
1083
1083
1417
709
1000
2000
5250
875
667
541
1625
542
375
292
541
2583
583
708
750
750
1667
708
2125
583
1375
875
1000
875
1125
375
833
875
917
916
709
1166
792
1125
1125
1167
1667
3708
709
458
875
1208
1209
459
917
1125
1000
666
875
916
792
458
5000
583
1083
292
375
1458
584
15416
917
459
292
7250
1334
1542
791
375
1209
1417
667
583
583
1000
333
708
917
333
667
1042
1083
917
1875
73292
1875
1000
3208
1000
625
833
375
875
1625
1084
190625
1458
1375
792
1375
1125
459
459
500
1083
1542
1167
791
542
792
625
1167
1625
17125
3459
1667
1000
833
1750
416
5042
2083
7834
3333
917
4833
1750
2167
1292
4250
7041
3333
4750
1583
2000
4875
3125
5584
2458
1250
1166
1500
667
1042
2250
1333
1708
2667
1208
5542
1875
1584
1667
958
132042
1875
1666
2083
1625
1292
1416
2417
1666
6125
3291
2833
10167
458
583
417
1000
1000
375
875
1750
750
1166
375
1458
625
667
1209
625
1084
1750
3125
625
1291
709
1000
542
500
1208
122917
1375
1583
2208
1375
666
458
416
1083
708
417
1042
1125
5416
958
1083
542
541
792
959
2083
2125
1208
958
1916
1042
542
1458
1541
1958
2209
3208
6875
5375
2417
1709
1250
5959
1541
1459
1750
625
1375
667
1000
417
708
417
291
292
1041
292
875
958
1250
1083
1042
1041
375
291
542
291
417
13583
1917
1416
2333
3167
1125
2166
3584
958
1084
500
875
500
875
458
500
667
250
417
292
958
375
375
166
584
333
708
709
1000
4750
2083
500
1041
375
542
542
291
6083
1458
1000
1250
917
375
583
375
875
1125
1209
500
417
1458
1041
1333
958
1125
916
1125
708
542
625
1334
6042
1083
375
584
875
2458
833
958
459
1250
1583
792
1500
958
708
750
875
833
583
1667
6916
1958
1209
1250
1166
875
1125
833
792
1750
792
500
2042
834
1500
1666
2042
834
750
833
1166
750
667
1500
1209
1250
1584
1750
5500
708
416
375
1167
1500
1125
958
709
1125
1041
1541
708
5250
3250
12500
959
1375
1167
1166
1250
1125
1042
417
708
375
333
958
583
833
375
875
750
1250
417
875
875
1041
708
1125
792
625
667
1792
625
917
875
6667
500
875
916
917
500
1708
4375
459
917
333
791
792
5459
917
3041
875
1000
1000
375
833
792
625
666
667
1041
708
542
916
667
458
792
291
833
416
750
625
292
1542
917
1042
1208
833
1000
1083
625
875
750
541
583
833
542
541
917
1500
3083
666
875
1834
4667
792
917
334
1250
250
250
250
208
250
1042
958
291
1542
1167
833
875
792
625
833
625
292
1042
500
917
375
917
750
750
375
1041
417
1500
3833
375
250
292
2958
583
292
583
833
32834
1000
1250
958
708
375
291
208
250
250
1292
3875
333
875
1500
958
625
1750
3167
1666
5500
1166
1334
375
1250
375
250
1125
1583
1167
1125
334
625
1125
1375
1209
1292
1292
1166
1250
1083
1375
2250
1667
1084
1792
3083
1041
709
1000
13125
500
1959
375
1291
333
3125
333
792
1750
375
417
625
333
208
334
2458
4625
1292
2375
334
1000
833
750
55208
1125
834
1459
875
2583
833
459
750
375
417
416
500
750
1167
500
375
1750
584
750
2750
1167
458
334
709
416
1334
1458
1041
625
3000
708
375
750
709
334
834
333
333
375
375
958
792
792
875
916
709
1041
334
375
333
833
334
833
1083
500
333
417
333
375
542
1625
1875
917
1167
1958
1167
1625
2084
38833
7125
1167
2208
708
1875
541
2375
625
1667
542
583
5833
417
1041
375
1917
2250
333
333
167
1083
2209
334
2916
7458
1458
1500
541
3208
37292
2583
792
625
958
750
834
1291
417
666
875
834
458
333
709
750
458
833
2584
500
1250
1084
916
1167
625
875
1000
583
292
833
542
1083
1417
1166
5125
1583
2000
1500
708
916
875
333
667
6583
19250
2875
3000
459
3416
500
500
6667
1042
2042
958
375
500
667
1459
1333
500
1458
792
1125
500
833
3584
1042
1875
2083
31958
9042
8791
3708
1875
1958
1459
4542
2417
2834
1334
142583
4875
3542
2125
2625
2750
1000
1208
17292
7167
1750
3500
1709
1958
1666
6250
2208
26416
3125
2750
2625
2000
1917
2958
1875
2542
750
5125
2166
750
1083
375
1042
375
833
750
1125
1167
834
750
833
3625
1708
1083
375
1291
375
375
959
1084
1000
7083
1583
1417
1958
583
1125
1000
708
2167
1750
1625
4667
1167
833
1209
666
1334
1042
1625
1708
5542
791
1875
1167
834
833
750
166500
1625
2166
2166
1791
3958
917
1000
833
500
667
1500
1084
4459
3500
833
1291
1125
959
1166
1583
4625
1291
1333
875
708
625
375
292
1500
1167
1500
1459
6709
2166
1625
6916
7084
2209
1708
1167
1041
1500
2000
917
4209
1542
2209
1584
1250
1792
1584
7875
1750
2667
1875
3833
1000
1875
1834
1292
1542
8500
7208
7041
500
1458
1500
958
917
625
1584
291
1500
375
250
875
1750
834
625
1250
583
1084
1417
417
1500
458
1125
1166
416
6083
3167
750
1209
1375
500
667
1583
959
3583
583
750
1333
1917
750
1791
1958
3291
458
1208
334
1125
917
667
709
1583
1333
917
708
1250
625
833
916
958
750
667
541
1083
1334
709
1209
875
1167
709
958
375
1458
4584
917
417
1208
792
875
625
375
6375
1750
1416
1541
1167
1000
959
1458
708
875
1417
542
375
958
1125
791
1041
1042
542
834
542
24250
667
1541
1000
1250
667
792
1584
1542
875
1417
1292
2500
2041
4250
625
959
1458
458
1750
1958
583
875
1541
1750
542
750
500
1084
1250
5542
2000
1667
1583
959
625
417
1125
917
500
1250
1917
834
1625
1666
1458
1084
5375
1083
1375
2167
1667
1959
1458
1416
708
2083
1291
916
17750
1458
833
1833
1458
1791
2125
6416
3875
108000
1583
791
1625
708
1417
1792
875
1584
917
2083
1958
1375
1375
1416
958
1292
667
625
5500
2125
833
1875
4125
667
1416
1459
708
875
1000
5750
114542
1333
542
1542
1208
1417
1375
3167
4708
1333
1750
750
1416
1208
1042
1000
625
875
833
541
1500
708
1250
14333
2375
1708
2250
2917
2292
2083
4208
2292
3542
7334
4209
2167
5500
3500
1708
3458
2667
6000
2208
4125
2750
2959
3959
8041
5500
3250
4500
12125
4042
3042
13041
7958
7542
1459
5750
2667
1500
1333
1959
1375
3792
1667
2709
1292
1792
1333
6625
4375
3292
1750
4292
2875
1292
1375
917
1542
1958
1209
1209
917
1125
1875
916
2208
2125
2958
4125
91458
1250
1708
834
1667
1791
708
1167
958
1416
958
1042
1292
750
542
1042
583
1209
5666
2584
3750
833
1500
1375
458
5833
1042
5000
13375
6542
2917
1458
708
791
1625
1083
1375
750
2125
3958
5333
542
1250
375
11292
459
2917
6000
2625
2333
1250
3750
7667
2375
2333
1125
791
1167
1791
5084
1083
1542
875
1875
1084
2042
1292
1375
1875
1375
2000
958
667
1000
6041
18708
13541
6084
18041
9125
16875
2750
4459
2458
1750
1375
2250
3042
4250
4334
1292
16208
4542
4833
16583
9875
7291
1458
2500
16416
8208
19417
5667
4542
1667
2917
875
3500
2750
85791
3084
6667
9334
3750
8750
4583
1333
3625
1167
2875
7000
3916
25917
8500
13250
4584
9500
7750
17625
18833
3500
6375
5292
3375
4209
3459
3084
3583
1833
13083
4667
5083
17500
12042
3583
3792
551625
3667
6959
13750
6000
3208
4000
1375
2291
2458
8792
917
3667
2458
3792
5500
19542
4375
2375
1542
417
1000
2917
9083
2542
5000
1584
3750
2000
2417
917
3750
6250
3666
17458
5667
5250
1166
959
3500
11583
6542
1542
2209
12292
1041
667
750
2708
4875
1042
1291
875
792
1792
1209
1458
1083
10209
1458
1583
1542
7875
1208
5583
6375
916
2625
1125
1709
1250
625
1042
1541
875
1208
1041
1417
1583
1583
1542
1125
2125
875
3667
1958
1583
1917
1708
1167
1708
833
1167
1084
1709
6333
2000
1625
1250
458
500
917
1791
2125
1500
2000
1875
2083
625
1791
1250
1125
1084
1334
2000
1792
959
1792
1792
5041
917
458
1500
1375
1417
1666
1042
542
1334
750
1875
1208
1916
1250
1333
958
1084
542
416
1500
1250
959
5250
2708
2167
2416
3375
1041
750
2375
3125
2792
1459
1834
750
1541
958
958
1125
917
459
1833
1166
500
708
5500
2083
958
1292
1250
1000
1000
625
416
833
1208
667
1750
1375
917
458
542
1375
1042
1125
750
1333
792
1791
917
1625
1333
500
1834
1292
4000
1583
625
1208
4208
500
1625
750
292
1042
791
333
709
708
417
666
292
917
1083
375
458
625
792
541
917
7083
750
417
5750
1125
458
459
1542
667
917
666
1500
542
1625
4166
583
958
1125
500
959
459
1625
833
6500
6042
3208
1500
875
1750
2000
1083
2333
1542
1375
750
1417
1375
792
1458
1084
3458
917
750
167
208
625
459
1000
542
1583
250
1000
292
708
375
333
375
541
375
791
500
834
500
333
625
4708
1084
1083
583
1708
458
1500
709
875
750
1416
1500
958
542
1167
1292
792
708
1125
1542
1208
2833
833
458
1417
1084
1417
4959
1292
750
1250
584
833
458
625
4666
500
916
5417
667
1166
833
1958
1708
5333
875
1291
1167
708
1834
1042
1666
3334
1375
6417
2375
2000
1667
2083
1958
2417
10959
2125
958
5084
1000
708
1291
1416
1709
1542
2125
52000
667
2125
7083
4250
2125
792
1541
1208
2166
6125
3584
1459
4875
2375
917
625
1292
1125
792
1667
709
1417
791
458
542
875
667
625
708
541
1917
417
875
916
667
917
916
1000
375
250
1375
667
750
375
1083
500
625
458
500
6792
1542
2000
1417
958
1167
875
1584
1042
792
1542
1958
1208
1292
4042
1000
10541
1875
1417
750
1208
750
917
5292
1041
459
833
1042
1125
3750
1542
959
792
750
708
