Price,Volume,Side
86684.433700,0.000000,bid
86679.862860,0.000000,bid
86679.852880,0.000000,bid
86671.978660,0.000000,bid
86671.968680,0.000000,bid
86668.994640,2.878769,bid
86667.826980,0.817785,bid
86667.327980,0.143842,bid
86665.711220,0.555189,bid
86665.461720,0.000000,bid
86665.361920,0.000000,bid
86665.272100,0.363408,bid
86665.242160,0.000000,bid
86663.286080,0.000000,bid
86660.741180,0.000000,bid
86660.202260,0.000000,bid
86659.174320,0.023552,bid
86658.535600,0.000000,bid
86647.278160,0.000000,bid
86647.268180,0.000000,bid
86633.805160,0.754182,bid
86633.795180,1.217984,bid
86632.707360,0.000000,bid
86632.258260,0.000000,bid
86628.914960,0.000000,bid
86609.613640,0.000000,bid
86166.781080,0.000000,bid
86723.864680,0.000000,offer
86728.315760,0.000000,offer
86729.712960,0.000000,offer
86731.060260,0.000000,offer
86731.319740,0.000000,offer
86733.704960,0.000000,offer
86733.944480,0.000000,offer
86733.954460,0.000000,offer
86734.164040,0.000000,offer
86735.351660,0.000000,offer
86737.357640,0.000000,offer
86737.906540,0.000000,offer
86737.916520,0.000000,offer
86738.894560,0.000000,offer
86739.183980,0.000000,offer
86739.872600,0.000000,offer
86740.142060,0.036295,offer
86740.790760,0.000000,offer
86740.820700,0.000000,offer
86742.347640,0.000000,offer
86742.387560,0.000000,offer
86743.345640,0.000000,offer
86743.435460,0.000000,offer
86743.445440,0.000000,offer
86743.455420,0.000000,offer
86746.100120,0.000000,offer
86747.407500,0.000000,offer
86748.674960,0.100000,offer
86748.714880,0.000000,offer
86748.734840,0.000000,offer
86748.744820,0.000000,offer
86748.904500,0.172567,offer
86749.313680,0.000000,offer
86754.633020,0.009994,offer
86756.908460,0.000000,offer
86757.068140,0.007489,offer
86758.694880,0.000000,offer
86759.642980,0.114814,offer
86762.048160,0.000000,offer
86768.435360,0.000166,offer
86770.980260,0.000000,offer
86772.696820,0.000000,offer
86772.706800,0.000000,offer
86773.774660,0.022286,offer
86777.397400,0.000000,offer
86777.766660,0.000000,offer
86782.008160,0.280574,offer
86782.088000,0.000000,offer
86784.882400,0.043699,offer
86791.878380,0.000000,offer
